"n","true_dist","assumed_dist","convergence_rate","mean_AIC","sd_AIC","mean_BIC","sd_BIC","mean_loglik","mean_MSE","mean_RMSE","mean_MAE","median_MSE","median_RMSE","median_MAE","mean_sigma_rmse","median_sigma_rmse","mean_variance_rmse","median_variance_rmse","true_dist_label","assumed_dist_label"
2000,"sged","sstd",1,1.61448883480963,0.0371188867561646,1.63409199341802,0.0371188867561646,-1607.48883480963,0.000389200544807917,0.0182598249313704,0.0152986261105913,0.000314388661096325,0.01773100846082,0.014523368274513,0.0182598249313704,0.01773100846082,0.0234749558311632,0.0224366377310749,"Skewed GED","Skewed Student-t"
2000,"sged","std",1,1.79291340253715,0.0403503370530797,1.80971610991577,0.0403503370530797,-1786.91340253715,0.000656478364950068,0.0240463432259898,0.0195428302821556,0.000539084725318853,0.0232181980795947,0.018890484370352,0.0240463432259898,0.0232181980795947,0.0315441539166073,0.0300952736394856,"Skewed GED","Student-t"
2000,"sstd","ged",1,1.79076545950981,0.0445702876868898,1.80756816688844,0.0445702876868898,-1784.76545950981,0.000818932646735276,0.0267721140750641,0.0217220087941909,0.000685011262071082,0.0261727143214137,0.0211403915985167,0.0267721140750641,0.0261727143214137,0.0345138591305463,0.0331508985514763,"Skewed Student-t","GED"
2000,"sstd","norm",1,1.83574026803007,0.0520451206988422,1.84974252417892,0.0520451206988422,-1830.74026803007,0.0010980827827495,0.0303668511628079,0.0245093705874289,0.000816483240582015,0.0285741708634172,0.0229595578026641,0.0303668511628079,0.0285741708634172,0.0395076872936222,0.0367124003038953,"Skewed Student-t","Normal"
2000,"sstd","sged",1,1.601414013937,0.0388738608363758,1.62101717254539,0.0388738608363758,-1594.414013937,0.000435831318991238,0.019353597818882,0.0162504527004121,0.000342129174396999,0.018496734154049,0.015643185272555,0.019353597818882,0.018496734154049,0.0248639187270079,0.0237193687817352,"Skewed Student-t","Skewed GED"
2000,"sstd","sstd",1,1.59748758236003,0.0389955181418845,1.61709074096843,0.0389955181418845,-1590.48758236003,0.000444578870132052,0.0194700190079917,0.0164411439490799,0.000340137444491804,0.0184428002491368,0.0154453756291406,0.0194700190079917,0.0184428002491368,0.0250799270054354,0.0235731954801767,"Skewed Student-t","Skewed Student-t"
2000,"sstd","std",1,1.76334739362668,0.043305400226068,1.7801501010053,0.043305400226068,-1757.34739362668,0.000709737166301101,0.0249209366441902,0.0204100267270515,0.000581847023935775,0.0241214959735687,0.019669270144718,0.0249209366441902,0.0241214959735687,0.0322279754304238,0.0303306632825273,"Skewed Student-t","Student-t"
2000,"std","ged",1,1.81294677328887,0.0641015707967247,1.82974948066749,0.0641015707967247,-1806.94677328887,0.000687119060363251,0.0245461457747197,0.0192410472371408,0.000557328137596054,0.023607797868562,0.0186051411684537,0.0245461457747197,0.023607797868562,0.0361103955198236,0.0337523149947673,"Student-t","GED"
2000,"std","norm",1,1.83679909228672,0.0663450812111732,1.85080134843557,0.0663450812111732,-1831.79909228672,0.000781671301355827,0.0260318336520833,0.0203362402292476,0.000632231294748648,0.0251442007946514,0.0197516528801704,0.0260318336520833,0.0251442007946514,0.0386441261921835,0.0353145927383502,"Student-t","Normal"
2000,"std","sged",1,1.81332401128553,0.0641028466822983,1.83292716989393,0.0641028466822983,-1806.32401128553,0.000690321136728387,0.0246056159437601,0.0192856939442448,0.000557638251114046,0.0236143653355428,0.0185585889372459,0.0246056159437601,0.0236143653355428,0.0361961755454794,0.0338056838898801,"Student-t","Skewed GED"
2000,"std","sstd",1,1.80946176578313,0.0636341460853598,1.82906492439153,0.0636341460853598,-1802.46176578313,0.000671339739606017,0.0242536740274199,0.0190451657358224,0.000552739088499665,0.0235103984273423,0.0185113937502397,0.0242536740274199,0.0235103984273423,0.035684353784566,0.0328400953698722,"Student-t","Skewed Student-t"
2000,"std","std",1,1.80896545399199,0.0636263270627951,1.82576816137061,0.0636263270627951,-1802.96545399199,0.000668290881820044,0.0241936882389178,0.0190016769967386,0.00055006893007893,0.0234535472277011,0.0185512689661422,0.0241936882389178,0.0234535472277011,0.0355893727769463,0.0329354079424305,"Student-t","Student-t"
